A1 A2 A3 A4 A5 A6 A7 A8 A9 A10 A11 A12 A13 A14 A15 A16 A17 A18 A19 A20 Class
0.76443 -0.09593 0.07492 -0.51713 0.99201 -0.08780 -0.15532 -1.01023 1.39693 -0.54524 -0.07562 0.77492 0.67408 -0.10841 1.04452 0.76502 0.08614 0.27464 0.52055 0.26156 1
0.90370 -0.15997 -0.05018 -0.14273 -1.26808 -2.11325 1.39839 0.11539 0.03842 2.23344 1.16650 -0.36978 0.50943 0.41733 -1.25994 -0.32929 -0.09153 -2.93646 0.05697 2.85494 0
0.26588 -0.13262 -0.93881 0.50476 -0.92306 -2.93295 0.98578 -0.40252 0.89718 1.78718 -1.22742 -0.27334 -1.01277 -0.04042 -0.13560 0.32230 -2.06267 -1.21138 -0.29921 -0.51955 0
0.20667 1.00131 -0.05018 -0.72916 -0.05043 0.28437 0.97854 2.25588 -0.53952 0.19763 -0.10595 0.10579 0.45256 0.32847 0.33857 -0.13224 -0.65471 1.15775 -0.24755 1.22802 1
0.94609 -0.40543 -0.84094 -0.28564 0.32412 0.34056 -0.37248 -0.11284 1.37412 -0.45761 -0.35055 0.19026 -0.19216 -0.16899 -0.13627 -0.16048 0.25175 1.55881 0.12222 1.61284 1
1.00597 1.87376 -0.22000 1.65816 -0.07661 1.58994 -0.18296 0.48204 0.04949 0.22324 0.94893 -0.99501 0.17616 -0.06196 -0.37734 1.75095 1.71267 -1.52295 2.34359 0.57495 0
-0.23469 0.38098 -0.46046 -0.15682 -0.11487 1.71884 -0.20533 -2.10748 -0.11796 1.26879 0.08459 1.08421 -0.17430 1.34291 -0.01208 1.25962 -1.05430 0.36935 -0.37466 0.06679 0
-0.77630 0.02213 -0.23814 -0.14407 -0.02157 -0.18828 0.57054 0.61911 0.18697 -0.11246 0.13074 -0.01859 1.12506 1.67343 0.60953 -0.13224 0.02178 0.68288 0.57017 -0.77228 1
-0.74266 0.75118 0.29076 -0.12394 0.21202 0.61820 -1.16085 -0.13310 -0.32255 -1.37237 0.25733 -0.11237 0.51803 0.05046 -0.13095 -0.03962 0.72576 -0.02257 -0.11840 0.34918 1
0.38631 -1.70010 -1.79698 -0.80229 0.80071 -1.58309 0.40799 -3.79354 -2.83042 1.85054 -0.65383 -1.28635 -0.09032 -0.32180 0.14000 -0.02451 1.67043 1.10354 -0.34951 -0.13000 0
0.22887 0.70249 0.40937 1.16231 -0.98145 -0.38792 2.65531 1.09515 1.48228 -0.62411 0.35490 -0.06714 0.67937 -0.58904 -0.16217 -2.38260 1.14882 -2.00631 -0.58538 -1.68010 0
0.17505 0.21223 0.60447 0.79999 1.52095 0.67240 0.70478 -0.01358 0.10813 -0.44413 -0.13364 -0.81476 -0.56643 1.05750 0.19313 0.23034 0.89136 -0.20481 -0.87291 1.22262 1
-2.26994 0.27159 1.49051 0.08809 2.71510 -1.81578 -0.35735 0.74606 -0.16031 3.17113 -0.17386 0.13373 -0.13000 1.20424 0.78486 -1.06233 0.41869 -5.84905 -0.12452 -0.32478 0
0.70858 -0.04991 0.18316 1.29114 0.23552 -0.11028 0.59094 0.00938 -0.57862 0.78006 0.44127 0.18361 0.80634 0.91008 1.74317 -0.37527 1.05026 1.31256 0.88828 0.55473 1
-0.05438 -0.01389 1.33560 -0.11455 0.12409 0.33461 0.35995 -0.90489 -0.00068 0.41739 -0.33670 1.17866 0.45455 -0.00070 -0.06122 0.39718 -0.34094 1.18715 0.16165 0.40310 1
0.66956 -0.32672 -0.62964 -0.57617 0.49999 0.37229 -0.02568 0.48069 0.78120 -0.17044 1.18035 1.43341 0.84866 0.14806 -0.39128 0.91872 1.19173 -1.10034 -0.29310 -1.57833 1
-0.09811 -1.52935 -1.21298 2.64516 -2.24474 -1.28893 1.05290 0.43275 0.97732 1.38002 -1.09028 1.17733 -0.12339 -2.96258 0.68458 0.55088 0.70095 0.67374 -0.07082 -0.48653 0
1.37466 2.18259 -1.56364 -1.81076 -2.12324 1.51590 0.00196 0.58738 -0.18377 -0.22234 -0.26682 0.06056 -1.12122 -0.74117 -1.91210 -0.40549 0.49043 0.82789 -0.53100 -0.15359 0
-1.86827 1.92246 -1.76457 0.99792 0.43152 -0.74885 -1.44383 0.42600 0.55445 1.36182 1.39067 -0.10506 0.47240 1.13827 -0.12498 -0.23471 -1.07576 0.50848 -1.91290 -2.11750 0
-0.10148 1.29546 -0.49093 -0.05886 -0.16723 -1.42510 0.27243 -1.53488 0.59550 -1.33328 -1.32631 -1.39742 -1.54310 0.80170 -1.69560 1.29772 -0.45492 -1.88743 -1.87280 -0.24862 0
-0.44192 -0.27869 0.85920 -2.33278 2.10628 0.66447 -2.78300 -1.06965 -1.70256 -0.46637 0.83290 1.47731 -0.51154 -0.18919 1.58710 -1.50702 0.87795 0.14857 0.65989 0.12273 0
0.67562 -0.62954 -0.81760 -0.22928 -0.22362 -0.22662 -0.10991 0.49690 -0.06062 -1.05150 -0.18704 0.44634 0.98157 1.14568 -0.06388 -0.99074 -0.26719 -0.68491 -0.19793 -0.04239 1
1.71847 -0.77562 -1.10474 2.90751 -0.43774 -0.40643 -0.95027 -0.02371 0.38961 2.32579 -0.45801 -0.30992 -1.51995 0.29818 -0.18541 1.47507 -0.65806 -0.82926 -2.78908 -0.01408 0
0.09095 -0.90035 0.95318 -2.39585 0.84367 0.70480 -0.11583 0.62249 0.06383 -2.37612 -1.91177 -0.36579 0.22113 -1.13564 0.34721 -1.22063 0.95640 -0.93769 1.61424 -0.18796 0
-1.82723 -0.13995 -0.85001 -0.10515 -0.06252 -1.37222 1.36088 -1.28977 -1.51948 1.77437 -2.11945 0.93722 -1.20520 -1.96631 -0.43976 -0.79828 0.57893 -2.43873 -0.47322 -0.74195 0
0.26588 0.93261 -0.33731 -0.78753 1.43168 0.02127 2.49606 -0.22831 0.44564 0.24347 -1.14830 1.59504 -0.30193 -0.04109 0.19579 -0.02846 -1.52564 -0.09834 1.24514 -0.33960 0
-0.35042 -1.06977 -1.84948 0.07936 1.17795 -1.24067 -1.66165 -1.92044 -1.23735 0.55558 -2.59745 -0.20616 0.57622 1.45937 0.35916 -0.17165 -1.11330 0.86969 -0.78250 -0.16437 0
-1.28764 -0.72493 -0.96603 0.31622 0.00125 -0.26364 -3.32328 -0.35457 -0.57275 1.16497 0.06481 0.97979 0.91676 -0.09158 -1.21213 -0.00284 1.95739 1.03365 1.30904 -0.07676 0
1.87389 0.21823 -0.19342 -1.92416 0.15362 -0.06863 -0.18756 0.26732 -1.45693 -2.01076 -3.71628 -0.16559 0.44926 1.09048 1.44299 -0.58349 -0.45894 -1.37860 0.55997 0.45701 0
-2.63124 -0.08459 0.10149 0.49403 -0.64919 1.45971 -1.54648 -0.07840 0.68933 0.00888 -2.38977 0.80884 1.27252 2.40919 -0.00212 -1.71984 -1.61145 -0.24988 -1.69607 2.00509 0
1.30940 2.26263 -1.48521 1.43070 -1.16269 -0.84272 0.25466 -0.12635 -1.80877 -0.61198 -2.72337 2.99582 -2.22683 1.54755 1.48284 1.81663 1.34995 -0.98733 -1.56420 -1.30471 0
0.29683 0.26359 1.11716 -0.01055 0.16034 -0.28413 0.92853 0.23288 0.76165 -0.34368 -0.33604 0.70841 -0.03346 -0.06734 -0.07650 -0.55853 0.45221 0.13159 -0.49702 -0.34702 1
-0.06313 0.67914 -1.48456 0.52221 0.76983 -1.60491 -0.23626 0.48812 -0.10363 0.52457 -0.05518 -1.31561 1.06885 0.16691 1.16406 -1.37434 -0.36440 -0.95271 0.24593 1.14242 1
-0.99497 0.64779 -1.73799 -1.82217 -0.19811 1.71884 2.47697 -1.61051 -1.39112 1.38878 -1.63816 0.70109 -0.14389 -0.93369 0.75829 0.29603 -0.54677 1.17865 1.63191 0.54732 0
1.73663 1.30213 1.62533 2.58947 0.66377 -0.33900 -1.07662 1.41926 -2.24662 1.02611 -0.59581 1.93493 -0.83688 -0.00407 -0.30429 -1.09583 0.88868 0.83703 -1.50098 -0.43463 0
-0.48161 -2.44983 -2.33366 -0.76337 0.40199 1.11332 0.63700 1.77849 1.47772 -0.34233 2.61037 -0.53274 0.76071 -0.55942 -1.69892 -0.78120 0.55546 1.18715 -0.51605 2.73228 0
0.94541 0.13486 -0.22324 0.24577 0.91616 -0.79644 -0.71863 -0.14930 0.17394 0.65400 0.78872 -0.12967 0.68004 0.16287 1.00601 -0.10137 0.95371 1.49872 -0.08985 -0.54044 1
0.43946 -0.10927 0.85790 1.19116 0.09657 -0.25240 0.06382 -0.25194 -0.11144 0.08438 0.11096 0.41442 -0.35218 0.96931 1.02460 -0.07246 0.30806 0.82658 -0.38962 0.05466 1
0.09162 0.45436 0.54160 0.25315 -0.33169 0.72859 -0.19480 -1.01158 1.23078 -0.02213 0.08789 -0.74359 0.13715 -1.35239 0.44682 -0.19332 -0.31948 0.38437 -1.82521 -0.43935 1
0.69782 0.88858 -1.23308 1.38843 0.08919 0.02259 -0.04542 -0.78942 -1.18718 -0.93555 0.68653 -1.20254 0.54514 -0.42748 -0.04860 -3.95772 0.36572 1.26814 -2.81015 0.11329 0
-0.06784 0.46836 -0.13509 -0.17695 -0.12964 0.50119 -0.64032 0.69879 1.52072 0.76051 0.83290 0.83745 0.50414 0.43483 1.16938 0.46484 1.13407 0.81613 -0.36447 -0.88551 1
0.08893 1.28012 -0.09749 -0.83450 0.52214 0.65257 0.81863 0.44490 -0.05280 0.70860 -0.17254 0.12042 -0.30655 1.24665 -1.28784 0.95353 0.44752 -0.45825 0.29351 -0.67658 1
-0.72517 0.14619 -0.32435 -0.20982 -0.30282 -0.19621 0.21386 0.69069 0.29578 -0.17381 -0.79624 -0.26536 -0.10487 -0.08417 0.88713 -0.19398 -0.20618 -1.15586 0.32410 -0.25536 1
-0.38742 -0.18131 -0.56612 0.01831 0.57852 -0.53864 -0.75416 0.61844 -0.22807 0.49761 1.45791 -0.82540 0.67012 -0.11850 0.98741 -1.28041 -0.49045 0.36870 0.47840 0.18271 1
1.78104 0.92127 -1.88254 1.17036 0.94033 -1.00864 -0.27509 -0.91164 -0.23785 -1.57393 -0.48307 2.02073 2.85622 -0.01618 2.93326 -1.82296 -1.04157 0.20409 -0.08510 -0.32208 0
0.90235 -1.15849 -1.44438 0.94961 -0.21153 -0.16118 0.50539 0.96078 -0.13295 1.12722 0.79070 -0.29861 -0.28341 0.92085 -0.25049 -0.87710 -0.40932 -0.86127 0.27312 -0.00128 1
0.10978 0.72917 0.59539 0.40143 0.54429 1.34403 -0.93777 -0.16483 -0.03000 -0.19470 0.31864 0.22153 1.03777 -0.02628 -0.56927 0.17188 -0.12103 0.14400 0.74078 0.73872 1
1.25827 -0.33672 -0.65102 0.54099 1.03631 0.28900 1.53396 0.23693 -0.14207 0.43694 -0.57273 -0.53873 0.18608 -0.21342 0.36315 -0.01926 0.06670 0.01401 -0.53916 0.63831 1
-2.03849 0.00545 -0.68473 0.02300 -0.07728 -0.35817 -0.18164 -0.42277 0.20000 -1.80718 -1.32763 2.23091 -0.54923 0.25981 0.61551 -1.03869 0.59100 -0.01212 -2.04341 -0.17314 0
-0.40020 -0.99640 0.61484 -0.38830 -0.60220 0.23479 0.20662 0.06069 -0.14533 1.23239 0.95750 1.33098 1.09927 -0.18784 -0.61310 -0.32864 -0.78076 -0.29887 1.63123 0.33974 1
0.64870 0.70782 -0.05860 -1.19280 0.83024 -0.64374 0.02039 0.49014 1.49206 -0.16774 0.61203 0.81483 -0.44740 0.11441 -0.02204 0.40178 -0.54207 0.70444 0.46753 0.32424 1
0.73550 0.33229 0.50465 -0.67816 0.87052 0.24272 -1.68073 0.83451 -0.20397 -0.65984 0.01998 -0.88327 0.80038 2.00799 -0.03266 1.49149 -0.94033 0.08260 2.69569 -0.96638 0
-0.16001 0.06549 0.04121 -1.11563 2.83190 -0.95840 -0.03752 -0.06963 -0.10167 -1.53551 0.57379 -1.50385 -0.96781 -0.74790 0.05765 -0.43504 -0.00169 -1.49682 -0.76075 -0.40228 0
0.80951 -0.15263 0.11057 -0.71641 0.15832 -1.04632 1.27731 2.32610 0.02669 0.95802 -0.81074 -0.59859 -0.66958 0.02824 -0.15553 -0.06261 -0.71975 -3.29702 -0.12452 0.96180 0
0.80076 -0.41343 0.56234 0.01093 -0.06923 1.14043 -0.87064 1.01615 1.67775 -0.97263 -0.60108 -0.05584 1.81673 -0.26862 -0.73928 0.46287 0.46629 0.11068 -0.14355 0.79668 1
-0.74603 1.13138 0.40872 0.64298 -0.12830 -0.10367 0.11054 -1.01225 0.44108 -0.52232 0.12744 0.03928 0.86453 1.21232 1.30685 0.65795 1.63289 -0.64049 0.52938 -0.65501 1
-0.47018 -1.51201 0.07686 0.24711 -0.25785 1.00095 -0.52581 0.20249 1.68036 -2.27029 3.20836 0.04526 0.02077 -1.72936 -1.12778 -1.83282 -1.32450 0.05582 0.09231 -0.27895 0
-1.07301 1.23343 -0.34185 0.18672 2.01164 -0.18167 -0.68967 -2.00282 0.12703 0.72411 -3.31740 -2.20158 -0.86333 0.59437 -2.31721 0.64875 -0.70433 4.14480 -0.04839 -2.14041 0
-0.83013 -0.20999 -0.24268 0.10889 -0.60958 0.17331 1.48921 -1.06897 -0.79363 -0.16167 0.05097 0.26942 -0.08768 -0.12322 0.62215 -1.57336 0.36639 -0.14929 -0.26183 0.53047 1
0.22820 0.17888 0.24863 -1.06531 0.33822 -0.08053 0.00328 -0.55985 -0.88029 0.67759 0.47226 -0.45160 0.78980 0.05248 -0.18807 0.05628 -0.10427 -0.97950 0.31255 -0.05856 1
0.66283 1.18941 -0.70029 0.83421 0.27982 0.70942 -0.04345 0.08028 1.74617 0.29200 0.34963 0.88999 -0.68744 -0.52778 0.03375 1.45011 -0.03052 1.22307 -0.96807 -0.09968 1
0.80210 -0.21666 -0.33148 -0.23935 0.36305 0.69951 -0.83248 1.26464 0.03385 0.24144 -0.22199 0.66917 -0.15976 -0.05657 1.65086 0.70065 -0.27590 0.51305 0.84546 0.15171 1
1.06719 0.25825 2.06024 -0.14273 0.08919 1.29710 1.26612 -0.84479 -0.25609 2.63184 -0.00903 -0.49949 -0.67553 3.77771 -0.40191 0.68948 -0.33155 0.33865 -0.71793 1.47805 0
0.33787 -1.26721 -0.07351 -0.25545 -0.70893 0.08011 -0.13360 1.06409 0.67369 0.24414 -0.01958 0.14038 -0.39781 -0.49143 -0.76252 0.28092 0.63659 0.12571 -0.30057 0.14093 1
-0.09744 0.60577 0.72308 0.22564 1.11284 0.61093 -0.23231 -0.66451 -0.51541 -0.16033 0.56720 0.51618 -0.19877 -0.38844 0.62746 0.80049 -0.14449 0.01075 -0.20677 -0.37195 1
-0.74199 0.52573 -0.45334 -0.58490 -0.94789 -0.10102 -0.52845 -0.08988 -0.06844 1.62674 0.35820 -0.27799 -0.15380 0.23625 0.87717 0.52527 0.32550 0.10611 -0.13472 1.93769 1
1.91291 -0.29203 -1.80346 1.73331 -0.25047 2.24570 0.82521 -0.21683 0.28927 -0.25605 -0.61361 -0.11237 1.20970 0.87372 -0.33882 -1.52476 -0.71237 -0.16627 0.57764 -1.26090 0
0.35334 0.02480 1.19689 -0.50237 -1.09288 0.05036 0.48170 0.03504 0.37593 1.48383 1.22122 -0.80944 0.21650 1.28300 0.54246 -0.29119 2.24770 0.23479 -0.58742 0.21439 1
0.82498 -0.15530 1.12754 0.67854 0.43152 1.16489 -0.62716 0.66503 -1.45562 -0.65377 1.39330 0.46297 -0.64512 0.35338 -0.06587 0.47403 -0.77271 0.60776 0.81827 0.35794 1
-1.71083 -1.11180 1.51190 0.41351 -0.34780 -0.33239 -1.01279 0.48879 -1.36310 0.15448 -0.92480 -1.15997 0.47439 -0.24102 -1.90479 0.05234 -0.54006 0.47517 -1.14820 -1.73334 0
0.22483 1.21742 -0.26990 -0.14474 0.10127 -0.24315 -0.37840 0.35307 0.68672 0.18549 0.22502 0.38914 0.02275 -0.28747 0.49530 0.96010 0.21621 0.39874 0.42878 0.60124 1
-0.20509 -0.55617 -2.29606 -0.31450 -0.82035 0.28966 0.66530 -0.12702 0.69845 -0.24661 0.01207 0.21687 0.63243 -0.20938 -0.38398 -0.07378 -0.84847 -0.21199 -1.13529 -1.33301 0
1.02211 -0.20599 -0.26666 -0.06624 -0.80223 0.25925 0.87654 1.04586 0.03255 0.91488 -0.24308 1.43208 -0.34292 0.82122 1.23844 0.67174 -0.13444 -0.00036 -0.15987 0.26830 1
-0.11426 -0.52282 -0.18824 -0.27759 -0.03164 0.16935 -0.47053 -1.61726 -0.10754 -0.22167 -0.04463 0.43969 -0.94532 -0.06532 0.24161 0.25465 -0.87999 -0.04674 1.23563 1.13366 1
0.05529 0.18888 0.95901 0.56984 -0.30819 0.79734 0.74756 -0.29448 -0.24762 0.40053 0.73334 0.10845 0.69326 -0.83407 0.31267 1.16110 -0.69829 0.72142 -0.06878 -0.32275 1
-1.30379 -0.88768 0.30566 0.26388 1.09740 0.88592 1.34114 0.82843 0.92585 -1.15396 0.45512 0.52882 -0.59288 -0.02494 -0.07849 -0.66823 -0.61918 0.30664 0.44713 0.25415 1
-0.45066 0.07216 -0.52269 0.70203 -0.04439 1.05978 -0.07701 0.70419 0.15244 -0.18527 0.00745 0.50621 -0.04999 0.83199 0.48069 0.34792 0.37310 0.42291 -0.41545 1.34259 1
-1.01851 0.80454 0.00038 -0.20043 0.85038 -0.12680 -0.97001 1.98579 0.08468 0.90005 -0.03408 -0.18022 0.19666 -0.84955 0.06164 0.07795 -0.77808 0.10611 -0.32708 -0.76622 1
0.35469 0.58376 0.09047 -1.00694 0.30801 -0.83677 -0.11649 -0.53891 0.11335 0.26639 -0.17452 0.55343 0.28857 -0.50355 -0.44242 0.87077 -0.08952 0.39156 0.39344 0.09712 1
0.78259 -1.26254 -0.12148 0.61547 0.17645 0.59374 0.28757 0.22343 -0.73629 0.12145 0.50325 -0.40038 -0.15182 -0.07408 1.24575 -0.96446 0.28527 -1.06964 -0.00897 2.31106 1
2.30179 -0.88301 -1.94865 2.29961 2.08212 1.96343 -1.19376 -1.13042 1.55004 -1.46405 -0.71316 -0.84270 1.24342 -1.43183 3.17699 1.61498 -0.21489 -0.07940 -0.26659 -0.34028 0
-0.34907 -0.30804 1.03420 0.70203 0.30801 -0.33041 0.71926 -0.36740 0.42935 0.00955 -0.12771 0.79222 0.03069 -0.14476 -0.30163 0.00373 -0.33893 0.70705 0.63066 0.21708 1
1.70434 1.40085 -1.46382 0.20953 4.15694 -2.72803 -1.95252 0.12957 0.21369 -0.18662 -1.14303 2.06529 0.54845 0.40319 0.51456 -0.36936 -0.79216 0.99968 0.55657 -1.06276 0
1.29325 0.64245 1.18522 0.11493 0.64162 -1.25191 -1.73206 -0.87856 -1.43412 -0.64905 2.26094 0.33127 -0.59552 -1.63647 1.38256 0.02146 -0.83708 1.18780 -0.11772 -0.17381 0
0.67293 -0.23534 -0.03657 2.72366 0.60605 -0.36610 -2.20127 0.79872 0.12963 0.31897 0.95619 -1.13469 2.14074 0.62735 1.08703 -2.03447 2.16121 -0.21918 -0.85727 -0.01408 0
-0.23469 -0.14529 -0.05018 1.43406 -0.69282 -0.15721 -0.30602 -0.85357 0.71995 -0.16033 -0.78041 0.00269 1.04968 0.31837 1.07109 1.39165 -0.32954 0.57119 0.63338 0.52171 1
-0.39348 0.38098 0.48326 0.40143 0.81547 -0.21472 -0.29483 -0.32081 0.13094 -0.06865 1.02871 -0.12634 0.92734 0.26654 -0.71471 -0.06918 0.29600 0.04667 0.33770 -0.88146 1
0.00617 -1.05310 0.38085 -3.24865 0.15027 -1.59169 0.44221 0.02356 -0.39487 0.12145 0.65818 1.62564 -0.25101 0.50820 1.50807 0.74071 0.32416 -2.48837 2.26406 -2.24487 0
-2.72274 -0.21800 -0.26990 -0.16218 -1.56007 0.82048 2.34799 -2.27291 -2.72487 1.08139 -3.13807 -0.39772 -0.03875 0.46579 -2.03098 0.65335 2.10690 -2.47596 0.63814 -0.07002 0
-1.09992 1.45154 -1.12354 -2.72798 -0.92775 0.29891 1.53067 0.76969 -0.58839 -2.06603 -4.12834 -0.05584 -0.01362 -0.57490 -2.26009 -0.06721 0.46495 1.97294 -0.28902 -0.36724 0
-0.15261 -1.06577 -0.93946 -0.96198 -0.06856 -2.09012 1.83338 1.22480 0.14983 -2.38691 2.41390 -0.22412 0.63044 0.74111 -0.25116 1.94997 -0.16997 0.46994 0.48044 -0.53775 0
-0.46412 -2.18903 1.37384 1.64273 -0.74652 0.43509 -0.42513 -1.48762 1.21710 -0.27088 0.09316 1.59371 -0.04205 -1.24806 -0.01008 -2.15796 0.13576 1.18780 1.23427 -0.04778 0
-1.54129 -0.69491 -3.13868 -1.22702 1.10881 -1.33388 1.27007 1.08705 -0.87899 1.36384 -2.72337 -3.91365 -0.19811 1.42369 0.67793 0.69802 -0.05130 1.10158 -1.85648 -0.76622 0
1.03422 -0.84232 -0.85973 2.10972 -0.07728 2.41162 -0.06977 0.43140 1.71359 1.69078 -1.32368 -2.12974 1.23218 -0.05725 0.48003 2.13914 -1.47066 1.12640 0.13922 -0.10641 0
-0.30063 0.97463 0.40354 0.25919 -0.66597 0.11250 0.37377 -0.27220 0.04623 0.22527 -0.05386 -0.29595 -0.79588 -1.16862 0.44948 -0.64195 0.44417 -1.21530 -0.77707 -0.55662 1
-0.76352 1.20475 1.00050 0.65841 -0.05983 0.24999 -0.51660 -1.20132 -0.07756 -0.13606 0.30546 0.43637 -0.13198 0.34530 -0.59517 -0.27806 -0.97988 1.51636 0.22078 -0.88753 1
1.90484 -0.09193 0.01658 -3.61433 -1.56947 -0.66952 -0.94566 -0.13782 0.46910 -0.53243 -1.85705 0.19891 -3.30005 -0.03167 2.59190 -0.07049 0.93427 2.55297 2.63520 1.45177 0
-0.24815 -0.23801 4.81299 0.21289 -0.66664 -1.74174 1.07133 -1.14527 0.93432 -1.48697 -0.98677 -0.02391 0.02209 -1.37797 0.15661 0.94696 -0.72846 -2.19639 0.88896 -2.99633 0
-0.29255 0.24825 0.28946 0.09278 1.55250 -0.14730 0.10265 0.27204 0.12051 0.53603 0.16832 0.82747 0.68665 0.43348 1.38322 -0.05079 0.92488 0.33212 0.86721 -0.53977 1
-0.07120 0.62044 -0.17268 0.43364 -0.12696 0.06688 0.53763 -0.76106 0.63590 0.78275 -0.46461 -0.99036 -0.98764 -0.43421 -0.01938 -0.05801 -0.01912 -0.60391 -0.41205 0.68481 1
0.28270 -0.20132 -0.25370 0.43095 0.23082 0.31808 -1.01805 -1.33501 -0.31017 -0.16235 1.40451 -0.32389 0.11136 -1.24402 -0.75256 0.33018 -0.56621 -0.87107 -1.09994 1.58252 1
-0.17078 0.83722 -0.10203 -0.25746 -0.10212 1.64811 -0.15137 -0.16146 0.12963 -2.29321 -0.90898 -1.41272 -0.71322 -1.62031 -3.38908 1.65242 1.83268 -0.59280 1.35866 -0.09833 0
-1.89115 -2.65127 -1.11057 -0.40038 -0.20549 0.20637 0.39615 -0.37213 1.62758 1.41170 -2.94951 0.84543 1.02389 -0.04176 -3.87123 1.16110 0.38383 -0.37986 -2.40163 1.97206 0
-0.07927 1.65498 0.23048 -0.02396 -1.47415 0.59043 1.64714 1.35309 -0.57210 -0.23313 -0.41450 0.82414 0.44794 -0.45508 -0.46965 -1.28238 -3.02545 -1.91356 -1.97136 -0.48855 0
1.37534 -0.13995 0.50400 -2.29051 0.88461 -0.25240 0.22702 -1.63482 -0.55451 -0.52030 -1.11204 -0.10971 -0.13132 0.04911 -1.09126 -2.60199 -1.00804 0.01009 -1.11149 -0.36791 0
0.76106 -1.71945 -2.63116 -0.54195 1.21285 -2.26463 -0.30602 1.06814 -1.56378 -0.10100 2.16337 0.24215 2.47137 1.36917 -0.04860 0.04314 -2.43008 0.08129 -0.43720 -0.11922 0
-0.33831 -0.18998 -0.54862 0.74967 -0.59616 0.33461 -0.31984 0.19101 -1.80682 0.38233 2.75278 1.84114 -3.16317 1.98039 0.96085 -3.09988 -1.86824 -0.97819 -0.30601 -0.22166 0
0.75433 -0.02856 0.45215 -1.38000 0.15631 -0.15192 0.10857 0.69136 0.77273 0.44300 -0.14748 0.99375 -0.27878 1.56371 0.23564 0.30063 -0.69159 -0.76721 0.35401 -0.12057 1
-0.00257 0.48037 0.29076 0.25248 -0.78679 1.03863 0.42510 -0.48287 0.93236 -0.08078 -0.52394 0.06256 -0.13397 0.98614 0.29408 0.46418 0.01239 -0.81620 -0.11229 -0.12259 1
0.59421 -0.10527 0.49687 1.01201 -0.53843 -0.45402 1.45959 0.99387 1.23208 0.31155 -0.04068 0.72836 0.01283 -0.08013 0.07293 -0.62947 0.68687 0.14400 1.74746 -0.24525 1
0.20936 0.00612 0.93892 -1.48467 -0.20214 1.61837 0.65345 0.35172 -0.50173 -0.76905 0.26062 0.04726 -1.06898 0.38232 -0.51282 -2.92187 0.02513 -2.25257 0.63882 -0.71971 0
0.84516 0.32029 -0.01712 -1.10825 1.42631 0.05168 0.49552 0.44693 0.62613 0.36953 0.01668 -0.53141 -0.31184 0.59840 -0.15818 -0.92834 -0.18673 -0.11401 0.36149 -0.63008 1
0.15890 -0.13995 2.30654 -1.04854 -0.15045 0.12109 -1.53332 1.58335 -0.08212 -0.58097 1.12694 0.59533 -0.03081 -1.97304 1.93576 -1.12999 -0.35032 -1.24861 1.04530 -0.01813 0
1.09814 -0.05858 0.18251 0.73222 0.02206 0.47145 0.20531 0.40776 -0.26717 0.77332 0.30743 -0.89059 0.10805 0.00603 -0.41785 0.13247 -0.02381 -0.79138 1.53743 1.55151 1
-0.09071 -0.16797 -1.24863 -1.73830 -0.15381 -2.21307 -1.40500 0.89393 -0.08212 0.35132 -0.01167 -1.79185 -0.22919 0.21134 -0.06122 -0.67217 0.87125 -0.52618 0.01754 0.12003 0
0.22954 -1.05243 0.56882 1.78900 0.85105 1.14439 0.90286 -0.16753 -0.46850 -2.10446 1.66230 -1.20986 -2.81006 0.25981 0.32728 -0.47380 2.81021 -0.26360 -1.84561 -2.05482 0
0.55653 -0.09460 0.95901 1.03214 -0.59280 -0.11028 0.85811 0.06204 0.45346 -1.52270 0.40171 1.10816 -0.27349 -0.58231 -0.00809 -0.17953 -0.07946 0.05778 0.22418 0.78455 0
1.00866 -0.36274 0.18705 -0.47150 0.82487 0.50516 -0.90486 0.04786 0.40459 -0.09157 0.82960 0.06854 0.38446 0.25308 0.55175 0.35974 0.88131 -1.10295 -0.27950 -0.08552 1
-0.13983 -0.30471 -2.80228 1.24283 -0.23704 -0.69927 0.30270 -3.60312 -1.84982 -0.89713 -0.34725 1.49128 -0.19943 0.45166 1.79563 -2.31232 0.70028 0.91085 -0.04363 2.19177 0
-0.36051 -0.24468 -0.23231 0.59199 -1.55537 -1.18250 0.85351 -0.22493 -1.14808 1.42316 0.35095 -0.11437 -0.33896 -0.51095 -0.23389 1.28261 -0.27926 1.20282 1.09356 -0.12192 1
-0.56706 -2.62059 -1.06066 -2.73871 -1.46475 -0.05078 -0.25271 -1.59903 -0.40074 -2.71048 0.29623 0.04327 -1.41283 -1.22248 0.77357 -0.13289 0.47970 -0.91091 2.65355 -0.58425 0
0.54778 0.34897 -0.64584 0.41150 0.97053 0.34452 0.36061 0.59210 -0.54408 -0.03292 0.39512 0.22618 1.23879 0.16220 0.17321 0.56599 1.19910 -0.37137 0.42198 -0.63277 1
0.04923 0.12085 -0.62380 0.16391 -0.52970 -0.08516 0.83837 0.17346 0.71018 -0.10437 -0.19957 0.58203 0.70384 0.48397 1.03589 0.90098 0.67816 -0.43081 -0.04295 0.94698 1
-1.80301 2.00583 0.74512 -1.01163 -0.22496 -0.68539 -1.46423 0.63667 0.51797 1.78179 0.63972 0.31664 1.91327 0.21673 0.29076 3.59669 -2.16592 -0.08201 0.71019 0.45769 0
